Año,Actividad_Economica,Seccional,Total_Ingresos,Total_Retencion,Numero_Declaraciones,Variacion_Anual,Retencion_Promedio,Ratio_Retencion,Riesgo_Tributario
2022,Comercio,Cartagena,3024234037.0,155466169.31,439,0.1874,354137.06,0.0514,Bajo
2020,Educacion,Manizales,2380167368.0,47046823.6,653,0.1337,72047.2,0.0198,Medio
2022,Manufactura,Cartagena,3733202203.0,132892473.24,60,0.0301,2214874.55,0.0356,Bajo
2020,Salud,Barranquilla,4397837087.0,103472313.44,844,-0.2322,122597.53,0.0235,Medio
2020,Salud,Medellin,662437187.0,3045323.2,852,-0.0252,3574.32,0.0046,Alto
2022,Servicios,Cali,2271526217.0,89629196.39,438,-0.0286,204632.87,0.0395,Bajo
2020,Tecnologia,Cucuta,3450412634.0,88877370.69,836,-0.1842,106312.64,0.0258,Medio
2021,Transporte,Cucuta,3006115331.0,35192184.92,453,0.0656,77686.94,0.0117,Medio
2024,Comercio,Medellin,2334547650.0,135200680.5,791,-0.1855,170923.74,0.0579,Bajo
2020,Tecnologia,Barranquilla,4477921397.0,249361852.74,253,0.007,985619.97,0.0557,Bajo
2021,Agropecuario,Villavicencio,2019341326.0,61176691.49,957,0.3351,63925.49,0.0303,Bajo
2024,Educacion,Medellin,1640842916.0,94255418.88,888,0.0581,106143.49,0.0574,Bajo
2022,Manufactura,Bucaramanga,4276304368.0,30428893.94,78,0.3747,390114.02,0.0071,Alto
2020,Comercio,Barranquilla,4477843472.0,109078880.97,297,0.1019,367268.96,0.0244,Medio
2023,Financiero,Cucuta,2102472296.0,71726401.95,693,-0.1406,103501.3,0.0341,Bajo
2020,Construccion,Cucuta,3630499322.0,183833435.3,918,-0.0535,200254.29,0.0506,Bajo
2024,Agropecuario,Bogota,810943353.0,4333324.27,961,0.1903,4509.18,0.0053,Alto
2024,Financiero,Barranquilla,4200731051.0,210792405.25,855,-0.0243,246540.82,0.0502,Bajo
2021,Tecnologia,Cartagena,696484876.0,26690408.31,158,-0.1152,168926.63,0.0383,Bajo
2020,Financiero,Pereira,4318546320.0,192631002.27,869,0.1552,221669.74,0.0446,Bajo
2021,Financiero,Cartagena,3453853463.0,131240587.09,184,0.225,713264.06,0.038,Bajo
2021,Construccion,Manizales,4514444699.0,232260737.03,632,0.103,367501.17,0.0514,Bajo
2022,Construccion,Manizales,618535038.0,35821636.01,136,0.1394,263394.38,0.0579,Bajo
2024,Agropecuario,Manizales,3786489099.0,15914351.17,777,0.2638,20481.79,0.0042,Alto
2024,Comercio,Cartagena,4592963204.0,220757186.67,39,0.0534,5660440.68,0.0481,Bajo
2023,Comercio,Cartagena,4984041104.0,284332090.35,685,0.3876,415083.34,0.057,Bajo
2022,Tecnologia,Bogota,1349002038.0,32064611.1,121,0.0896,264996.79,0.0238,Medio
2022,Construccion,Pereira,1710178830.0,63505451.6,723,0.07,87836.03,0.0371,Bajo
2021,Construccion,Villavicencio,3891644468.0,229151241.71,101,0.0382,2268824.18,0.0589,Bajo
2022,Servicios,Bogota,3333621886.0,121015781.74,922,0.3714,131253.56,0.0363,Bajo
2022,Agropecuario,Pereira,305428423.0,15738663.74,868,0.1661,18132.1,0.0515,Bajo
2021,Transporte,Cucuta,3885793247.0,61948009.73,594,0.3243,104289.58,0.0159,Medio
2021,Servicios,Medellin,182242244.0,5759781.5,513,-0.1065,11227.64,0.0316,Bajo
2023,Comercio,Bucaramanga,132102991.0,6107199.33,41,0.197,148956.08,0.0462,Bajo
2021,Comercio,Barranquilla,3795419074.0,160040984.55,829,0.1612,193053.06,0.0422,Bajo
2020,Salud,Bucaramanga,1590671439.0,78815022.22,700,-0.0688,112592.89,0.0495,Bajo
2024,Educacion,Manizales,3457601373.0,8692653.74,38,-0.1196,228754.05,0.0025,Alto
2023,Tecnologia,Bogota,4406450950.0,20099551.43,311,0.2922,64628.78,0.0046,Alto
2021,Tecnologia,Pereira,346479630.0,3563652.71,763,0.3591,4670.58,0.0103,Medio
2020,Salud,Bucaramanga,3340442878.0,178034274.55,566,0.1488,314548.19,0.0533,Bajo
2020,Salud,Cartagena,3155903393.0,20524927.11,403,0.1968,50930.34,0.0065,Alto
2023,Transporte,Cartagena,333510117.0,6588814.46,603,-0.1779,10926.72,0.0198,Medio
2022,Servicios,Cucuta,3046840415.0,18873212.88,592,-0.1844,31880.43,0.0062,Alto
2023,Salud,Manizales,4675087399.0,39972162.18,181,0.2664,220840.68,0.0086,Alto
2022,Construccion,Cartagena,4968581569.0,30945848.64,32,0.1835,967057.77,0.0062,Alto
2020,Educacion,Villavicencio,1048083067.0,54581278.11,470,0.2723,116130.38,0.0521,Bajo
2021,Agropecuario,Bucaramanga,4999217911.0,127459841.31,46,-0.2357,2770866.12,0.0255,Medio
2022,Construccion,Medellin,2096281268.0,106594609.68,932,0.1663,114371.9,0.0508,Bajo
2022,Tecnologia,Bucaramanga,194608012.0,7201002.34,72,0.0205,100013.92,0.037,Bajo
2023,Financiero,Cartagena,577940309.0,7452474.08,202,0.077,36893.44,0.0129,Medio
2021,Transporte,Pereira,565197187.0,5814073.68,490,0.2184,11865.46,0.0103,Medio
2023,Comercio,Pereira,1270947917.0,67557930.27,779,0.1592,86723.92,0.0532,Bajo
2024,Educacion,Bucaramanga,1216285672.0,55245426.7,610,-0.1832,90566.27,0.0454,Bajo
2020,Construccion,Cartagena,2245282937.0,106460011.79,805,-0.0705,132248.46,0.0474,Bajo
2022,Agropecuario,Cali,2555110615.0,129497177.33,956,-0.0288,135457.3,0.0507,Bajo
2020,Servicios,Villavicencio,4782591754.0,238887829.01,638,-0.0742,374432.33,0.0499,Bajo
2023,Comercio,Cali,3771795233.0,76092873.01,631,0.3397,120590.92,0.0202,Medio
2020,Manufactura,Pereira,1913231628.0,50697390.02,217,-0.0047,233628.53,0.0265,Medio
2022,Educacion,Villavicencio,548313616.0,22945344.29,237,0.117,96815.8,0.0418,Bajo
2020,Financiero,Cali,3073043191.0,126606826.68,194,-0.1415,652612.51,0.0412,Bajo
2023,Salud,Pereira,3810292074.0,154889721.6,948,-0.069,163385.78,0.0407,Bajo
2023,Construccion,Villavicencio,4133537680.0,170360768.68,812,-0.0563,209803.9,0.0412,Bajo
2021,Agropecuario,Pereira,2091855827.0,99040554.3,671,0.3997,147601.42,0.0473,Bajo
2023,Salud,Bucaramanga,1596404964.0,49356222.08,890,0.0753,55456.43,0.0309,Bajo
2021,Construccion,Bogota,2094265826.0,59784120.87,677,0.1624,88307.42,0.0285,Medio
2021,Transporte,Manizales,1638335851.0,3550458.26,474,0.2489,7490.42,0.0022,Alto
2023,Agropecuario,Medellin,1835836643.0,94215474.43,547,-0.0087,172240.36,0.0513,Bajo
2022,Tecnologia,Cucuta,2660275500.0,10865744.03,924,-0.1612,11759.46,0.0041,Alto
2021,Financiero,Bucaramanga,589981603.0,26453980.12,47,0.3835,562850.64,0.0448,Bajo
2023,Manufactura,Medellin,3873444323.0,26919653.73,254,-0.0109,105982.89,0.0069,Alto
2021,Construccion,Cucuta,3586087088.0,30365939.45,669,0.1035,45390.04,0.0085,Alto
2021,Transporte,Medellin,3638360244.0,152471226.42,544,-0.0036,280277.99,0.0419,Bajo
2022,Salud,Medellin,4479922978.0,137023577.82,130,-0.0353,1054027.52,0.0306,Bajo
2024,Agropecuario,Bucaramanga,4387589783.0,193236811.86,428,0.3763,451487.88,0.044,Bajo
2022,Servicios,Cali,994056784.0,32043590.18,717,0.3071,44691.2,0.0322,Bajo
2022,Agropecuario,Barranquilla,4417756980.0,28407621.15,194,0.2747,146431.04,0.0064,Alto
2020,Manufactura,Cali,1518035736.0,71108177.1,973,-0.1049,73081.37,0.0468,Bajo
2021,Transporte,Bogota,1646608125.0,57792122.07,739,-0.0551,78203.14,0.0351,Bajo
2022,Agropecuario,Villavicencio,3826371939.0,195640591.06,476,0.1055,411009.65,0.0511,Bajo
2022,Transporte,Manizales,3401689944.0,64245562.56,64,0.0087,1003836.92,0.0189,Medio
2021,Financiero,Medellin,3100008476.0,47236847.51,629,0.1421,75098.33,0.0152,Medio
2020,Tecnologia,Cartagena,3260249294.0,17812555.77,959,-0.2124,18574.09,0.0055,Alto
2023,Agropecuario,Cartagena,1077179126.0,51210165.83,627,0.1731,81674.91,0.0475,Bajo
2023,Financiero,Medellin,4185058574.0,144614805.71,297,-0.0123,486918.54,0.0346,Bajo
2021,Salud,Medellin,3166545113.0,42299719.37,381,0.3324,111022.89,0.0134,Medio
2023,Transporte,Manizales,3405751817.0,69063634.5,358,-0.1545,192915.18,0.0203,Medio
2022,Servicios,Manizales,2314586695.0,90003567.01,882,0.1882,102044.86,0.0389,Bajo
2024,Servicios,Cali,3528323008.0,77697723.48,583,-0.0307,133272.25,0.022,Medio
2023,Agropecuario,Bogota,3873127086.0,21366019.25,705,-0.2096,30306.41,0.0055,Alto
2020,Agropecuario,Cali,4046925809.0,9934443.11,839,-0.1003,11840.81,0.0025,Alto
2022,Servicios,Cali,4921673397.0,128491342.18,441,0.0943,291363.59,0.0261,Medio
2022,Manufactura,Pereira,1571568479.0,48773638.95,296,0.3755,164775.81,0.031,Bajo
2024,Tecnologia,Medellin,238548829.0,8237262.55,537,0.0396,15339.41,0.0345,Bajo
2022,Manufactura,Manizales,2946306795.0,150060356.38,771,0.3967,194630.81,0.0509,Bajo
2022,Servicios,Bucaramanga,1089283867.0,43820363.16,700,-0.122,62600.52,0.0402,Bajo
2024,Agropecuario,Medellin,2189907323.0,130736413.95,851,0.3695,153626.81,0.0597,Bajo
2024,Servicios,Villavicencio,1926883032.0,106603781.47,330,-0.1109,323041.76,0.0553,Bajo
2024,Servicios,Cali,3949395642.0,89226252.15,292,0.3741,305569.36,0.0226,Medio
2024,Financiero,Pereira,4142660559.0,243107306.74,266,0.0053,913937.24,0.0587,Bajo
2024,Comercio,Bogota,2913027238.0,137839300.87,615,0.1173,224128.94,0.0473,Bajo
2020,Comercio,Villavicencio,3638049316.0,9183277.61,632,-0.005,14530.5,0.0025,Alto
2022,Manufactura,Villavicencio,2774571306.0,12960828.81,189,-0.0409,68575.81,0.0047,Alto
2023,Financiero,Bogota,1140153237.0,30629894.3,908,0.0118,33733.36,0.0269,Medio
2023,Agropecuario,Bucaramanga,558964873.0,30340736.06,457,0.0086,66391.11,0.0543,Bajo
2022,Transporte,Barranquilla,4151036577.0,247438271.31,691,0.0833,358087.22,0.0596,Bajo
2023,Tecnologia,Cucuta,1646542704.0,63977621.12,423,0.2403,151247.33,0.0389,Bajo
2020,Comercio,Cali,297832162.0,17022257.24,622,-0.0709,27366.97,0.0572,Bajo
2023,Educacion,Cucuta,3432497553.0,204445227.43,880,0.1166,232324.12,0.0596,Bajo
2023,Manufactura,Pereira,1835005137.0,73555451.09,133,0.3365,553048.5,0.0401,Bajo
2024,Servicios,Pereira,4782210803.0,17197369.19,334,-0.1064,51489.13,0.0036,Alto
2022,Salud,Cartagena,1032235012.0,4220903.37,420,-0.1537,10049.77,0.0041,Alto
2021,Salud,Manizales,4132191068.0,111652123.43,275,0.0338,406007.72,0.027,Medio
2024,Construccion,Pereira,1886106388.0,60296004.03,301,0.2958,200318.95,0.032,Bajo
2021,Transporte,Medellin,1566339899.0,42206542.98,346,0.2998,121984.23,0.0269,Medio
2022,Transporte,Barranquilla,1851515412.0,85651630.81,810,0.0596,105742.75,0.0463,Bajo
2021,Construccion,Bogota,2388634481.0,33133814.99,240,-0.084,138057.56,0.0139,Medio
2022,Educacion,Villavicencio,4650589816.0,107579982.05,909,0.3615,118349.82,0.0231,Medio
2023,Manufactura,Cali,2025695232.0,52153347.21,299,0.2874,174425.91,0.0257,Medio
2022,Financiero,Pereira,1476749628.0,65200644.75,555,-0.0208,117478.64,0.0442,Bajo
2021,Servicios,Cucuta,4996063170.0,159415610.36,452,0.1004,352689.4,0.0319,Bajo
2024,Transporte,Cucuta,4048657388.0,16919838.19,273,0.1054,61977.43,0.0042,Alto
2022,Transporte,Bogota,50049976.0,1814061.54,719,0.0896,2523.03,0.0362,Bajo
2020,Educacion,Manizales,3155812280.0,184421041.49,410,-0.1177,449807.42,0.0584,Bajo
2023,Manufactura,Barranquilla,1355423164.0,37103288.28,403,-0.249,92067.71,0.0274,Medio
2024,Salud,Bogota,870848579.0,50576306.88,57,0.2256,887303.63,0.0581,Bajo
2020,Tecnologia,Cucuta,3693959236.0,170018162.17,845,-0.0531,201204.93,0.046,Bajo
2024,Transporte,Bucaramanga,1135826159.0,56079382.4,225,-0.1685,249241.7,0.0494,Bajo
2024,Comercio,Medellin,3514722293.0,89743399.9,547,0.2403,164064.72,0.0255,Medio
2023,Servicios,Bucaramanga,2379895221.0,86287847.63,772,-0.0026,111771.82,0.0363,Bajo
2022,Educacion,Pereira,2388596638.0,109211708.4,51,-0.1412,2141406.05,0.0457,Bajo
2020,Educacion,Bogota,2273059197.0,81509223.48,670,0.1585,121655.56,0.0359,Bajo
2024,Agropecuario,Barranquilla,2633654211.0,150260771.66,130,0.2144,1155852.09,0.0571,Bajo
2022,Agropecuario,Bucaramanga,2455575524.0,19511821.19,852,0.2105,22901.2,0.0079,Alto
2020,Educacion,Manizales,1636048803.0,95545838.98,914,0.2879,104535.93,0.0584,Bajo
2023,Agropecuario,Bucaramanga,4766883366.0,137188693.07,20,-0.1707,6859434.65,0.0288,Medio
2024,Financiero,Medellin,3750934269.0,82471930.17,437,0.2746,188722.95,0.022,Medio
2021,Construccion,Cartagena,660617416.0,14553291.5,281,0.1823,51791.07,0.022,Medio
2022,Salud,Manizales,3728799362.0,33166606.45,580,0.2226,57183.8,0.0089,Alto
2022,Servicios,Barranquilla,1919703276.0,109291123.82,84,-0.0472,1301084.81,0.0569,Bajo
2024,Agropecuario,Cartagena,158204882.0,7493521.88,438,-0.2426,17108.5,0.0474,Bajo
2024,Comercio,Bogota,468820854.0,7326946.79,334,0.0757,21936.97,0.0156,Medio
2020,Servicios,Pereira,4203384880.0,140235868.97,212,-0.0493,661489.95,0.0334,Bajo
2023,Agropecuario,Cucuta,1753185099.0,26561084.16,574,0.3124,46273.67,0.0152,Medio
2021,Financiero,Manizales,1409570433.0,74061669.4,902,0.076,82108.28,0.0525,Bajo
2021,Salud,Villavicencio,2505630274.0,128637692.99,614,0.1582,209507.64,0.0513,Bajo
2022,Servicios,Cartagena,4567600379.0,58652728.0,31,-0.063,1892023.48,0.0128,Medio
2024,Tecnologia,Villavicencio,872175620.0,19599175.73,420,0.3577,46664.7,0.0225,Medio
2022,Agropecuario,Manizales,3196918456.0,169190837.78,88,-0.2056,1922623.16,0.0529,Bajo
2024,Transporte,Villavicencio,1578384544.0,29316887.41,899,-0.0332,32610.55,0.0186,Medio
2022,Transporte,Bogota,293033537.0,4077058.15,698,0.3639,5841.06,0.0139,Medio
2022,Salud,Medellin,3420955859.0,140073742.33,610,-0.1745,229629.09,0.0409,Bajo
2023,Financiero,Bucaramanga,1846730258.0,87803881.66,496,-0.1841,177023.95,0.0475,Bajo
2020,Financiero,Cucuta,1446954903.0,26083544.56,733,0.3446,35584.64,0.018,Medio
2022,Financiero,Villavicencio,4634888537.0,130271692.95,221,-0.1334,589464.67,0.0281,Medio
2021,Comercio,Villavicencio,4254590491.0,108104286.22,984,-0.1266,109862.08,0.0254,Medio
2023,Servicios,Manizales,1538309978.0,49445662.64,602,-0.0782,82135.65,0.0321,Bajo
2024,Educacion,Cali,3228968866.0,56748991.73,655,0.1072,86639.68,0.0176,Medio
2021,Comercio,Villavicencio,380624294.0,4560798.24,514,0.3684,8873.15,0.012,Medio
2020,Manufactura,Bogota,1898445480.0,13934371.87,127,0.0477,109719.46,0.0073,Alto
2023,Salud,Cartagena,2835306990.0,96672578.75,328,-0.2402,294733.47,0.0341,Bajo
2021,Educacion,Barranquilla,1653138693.0,27362415.48,797,0.0429,34331.76,0.0166,Medio
2023,Agropecuario,Villavicencio,1214349539.0,20003267.47,277,0.313,72213.96,0.0165,Medio
2023,Comercio,Cali,552794834.0,4501152.2,285,0.148,15793.52,0.0081,Alto
2024,Manufactura,Manizales,3213394709.0,181445333.43,936,-0.1183,193851.85,0.0565,Bajo
2022,Transporte,Manizales,266848364.0,6850744.16,900,0.0006,7611.94,0.0257,Medio
2023,Salud,Cali,1137062832.0,38018178.29,102,0.3724,372727.24,0.0334,Bajo
2023,Agropecuario,Pereira,2701064365.0,34939226.8,819,-0.1105,42660.84,0.0129,Medio
2024,Salud,Bucaramanga,4782594832.0,147716863.44,814,0.0318,181470.35,0.0309,Bajo
2024,Transporte,Barranquilla,3872765811.0,175847936.35,146,0.2747,1204437.92,0.0454,Bajo
2021,Tecnologia,Manizales,1161158030.0,57361942.93,398,0.2202,144125.48,0.0494,Bajo
2022,Manufactura,Bucaramanga,2398814378.0,93519981.41,189,0.2056,494814.72,0.039,Bajo
2022,Manufactura,Cucuta,442523431.0,17670694.02,776,0.3204,22771.51,0.0399,Bajo
2022,Transporte,Pereira,176718975.0,2899220.24,385,-0.074,7530.44,0.0164,Medio
2024,Tecnologia,Bucaramanga,1874379825.0,83407168.5,333,0.1381,250471.98,0.0445,Bajo
2020,Financiero,Manizales,4693500369.0,110708515.97,522,0.295,212085.28,0.0236,Medio
2023,Educacion,Pereira,2169570595.0,121706856.13,608,0.2614,200175.75,0.0561,Bajo
2021,Tecnologia,Bogota,2699065417.0,85801780.02,907,0.392,94599.54,0.0318,Bajo
2022,Construccion,Pereira,4638995250.0,216655305.01,740,0.3485,292777.44,0.0467,Bajo
2023,Tecnologia,Cucuta,1482830246.0,26088179.62,815,0.3449,32010.04,0.0176,Medio
2021,Manufactura,Manizales,2912437000.0,11738458.09,206,0.0453,56982.81,0.004,Alto
2022,Agropecuario,Bucaramanga,3802611385.0,62386590.4,207,0.2919,301384.49,0.0164,Medio
2021,Construccion,Villavicencio,4071294628.0,193269513.52,549,0.2861,352039.19,0.0475,Bajo
2024,Manufactura,Barranquilla,2622021433.0,8576561.49,791,0.1337,10842.68,0.0033,Alto
2020,Agropecuario,Barranquilla,291274428.0,8514674.31,107,0.3526,79576.4,0.0292,Medio
2021,Comercio,Medellin,1257049344.0,58248602.2,993,-0.2425,58659.22,0.0463,Bajo
2023,Salud,Cucuta,1167707648.0,64917023.42,360,-0.1457,180325.07,0.0556,Bajo
2020,Servicios,Bogota,3428087920.0,43768142.97,40,0.2354,1094203.57,0.0128,Medio
2024,Servicios,Cartagena,3546643180.0,177106270.57,614,-0.1782,288446.69,0.0499,Bajo
2023,Transporte,Barranquilla,84206848.0,1681509.6,463,0.0381,3631.77,0.02,Medio
2022,Salud,Bucaramanga,1582813588.0,71332324.9,909,0.2886,78473.4,0.0451,Bajo
2020,Construccion,Villavicencio,3606734700.0,71601467.99,563,0.2761,127178.45,0.0199,Medio
2021,Agropecuario,Bogota,1453348515.0,56198898.13,196,0.0787,286729.07,0.0387,Bajo
2021,Educacion,Cali,1045502927.0,55230288.73,232,0.3373,238061.59,0.0528,Bajo
2020,Educacion,Cucuta,2210937506.0,49161575.85,444,0.3082,110724.27,0.0222,Medio
2021,Tecnologia,Bogota,1530824907.0,79309479.2,982,0.0194,80763.22,0.0518,Bajo
2020,Tecnologia,Villavicencio,2672278357.0,51213379.77,258,0.1879,198501.47,0.0192,Medio
2024,Construccion,Pereira,3150662431.0,133112577.28,514,0.0681,258973.89,0.0422,Bajo
2022,Transporte,Manizales,759891472.0,34161921.62,616,0.2172,55457.66,0.045,Bajo
2024,Transporte,Cali,1532751389.0,4766059.87,254,0.2261,18764.02,0.0031,Alto
2024,Transporte,Bucaramanga,1087392845.0,9837352.39,134,-0.1055,73413.08,0.009,Alto
2021,Construccion,Pereira,960079209.0,35762619.9,225,-0.1415,158944.98,0.0372,Bajo
2021,Transporte,Bucaramanga,1729473397.0,30301837.63,137,-0.1073,221181.3,0.0175,Medio
2021,Comercio,Pereira,1831276808.0,47823713.27,977,0.3165,48949.55,0.0261,Medio
2022,Financiero,Barranquilla,3041143241.0,78729587.43,468,-0.1176,168225.61,0.0259,Medio
2021,Financiero,Cartagena,3788884853.0,134027044.59,112,0.0961,1196670.04,0.0354,Bajo
2023,Agropecuario,Pereira,3041991343.0,112940005.23,851,0.3565,132714.46,0.0371,Bajo
2020,Educacion,Medellin,663501567.0,39057194.29,36,-0.1159,1084922.06,0.0589,Bajo
2021,Servicios,Cucuta,3334795161.0,179909321.35,26,0.2524,6919589.28,0.0539,Bajo
2022,Manufactura,Bogota,1850758068.0,87052958.95,593,0.2653,146800.94,0.047,Bajo
2022,Educacion,Barranquilla,2941571450.0,86796334.62,226,0.3257,384054.58,0.0295,Medio
2023,Tecnologia,Pereira,3007650335.0,130679982.72,163,-0.2435,801717.69,0.0434,Bajo
2022,Financiero,Villavicencio,2047397084.0,101633866.23,355,-0.1178,286292.58,0.0496,Bajo
2020,Tecnologia,Pereira,1988293453.0,62855094.07,678,0.3057,92706.63,0.0316,Bajo
2021,Comercio,Medellin,2130243470.0,61874979.09,712,0.0163,86903.06,0.029,Medio
2023,Tecnologia,Cali,3501167975.0,10151577.64,403,-0.1177,25190.02,0.0029,Alto
2023,Agropecuario,Bucaramanga,4525293319.0,239326138.99,735,-0.1319,325613.79,0.0529,Bajo
2020,Tecnologia,Pereira,335893339.0,11300775.54,68,-0.2018,166187.88,0.0336,Bajo
2024,Manufactura,Barranquilla,4298657909.0,116671548.63,979,0.3627,119174.21,0.0271,Medio
2021,Transporte,Cali,995370962.0,6032150.79,225,-0.0079,26809.56,0.0061,Alto
2023,Financiero,Pereira,3084971062.0,72297233.33,526,-0.0098,137447.21,0.0234,Medio
2023,Agropecuario,Cucuta,2870631673.0,64005918.92,115,-0.2446,556573.21,0.0223,Medio
2024,Manufactura,Barranquilla,3620697089.0,146195380.04,580,-0.0074,252061.0,0.0404,Bajo
2024,Construccion,Manizales,3505278203.0,26400188.33,523,0.1065,50478.37,0.0075,Alto
2023,Agropecuario,Pereira,2545440803.0,118255765.23,269,0.1062,439612.51,0.0465,Bajo
2020,Financiero,Medellin,4947656528.0,14093097.89,230,0.1533,61274.34,0.0028,Alto
2020,Agropecuario,Manizales,1710521018.0,20274973.86,284,-0.0245,71390.75,0.0119,Medio
2021,Financiero,Manizales,2614762498.0,70921407.22,877,0.3279,80868.2,0.0271,Medio
2021,Servicios,Pereira,2376353652.0,91914262.42,957,-0.0505,96044.16,0.0387,Bajo
2024,Transporte,Medellin,3126902156.0,135523395.36,547,-0.1185,247757.58,0.0433,Bajo
2021,Financiero,Cucuta,846170040.0,13544674.65,974,0.31,13906.24,0.016,Medio
2020,Agropecuario,Cucuta,857111886.0,29450185.97,749,0.2025,39319.34,0.0344,Bajo
2020,Transporte,Cali,2784870722.0,157250431.68,241,-0.1037,652491.42,0.0565,Bajo
2024,Educacion,Cucuta,3033460217.0,55058934.0,942,0.1369,58448.97,0.0182,Medio
2024,Comercio,Manizales,4616152777.0,186465792.96,994,0.2841,187591.34,0.0404,Bajo
2023,Tecnologia,Bogota,856261573.0,40782954.18,888,0.2361,45926.75,0.0476,Bajo
2023,Tecnologia,Bogota,1906912923.0,27839768.16,696,-0.0813,39999.67,0.0146,Medio
2021,Financiero,Medellin,3865924319.0,62307131.73,536,0.1595,116244.65,0.0161,Medio
2020,Educacion,Pereira,3906533559.0,53370197.43,523,-0.0386,102046.27,0.0137,Medio
2020,Agropecuario,Bogota,1924407878.0,115035608.88,249,-0.1887,461990.4,0.0598,Bajo
2020,Transporte,Bogota,2526917941.0,108648868.91,569,-0.1883,190947.05,0.043,Bajo
2022,Educacion,Cali,4059657276.0,184286789.77,499,0.1883,369312.2,0.0454,Bajo
2021,Educacion,Pereira,4334780908.0,125786211.54,370,-0.2238,339962.73,0.029,Medio
2023,Transporte,Cartagena,1416248204.0,13517634.28,478,-0.0157,28279.57,0.0095,Alto
2023,Construccion,Manizales,1793807413.0,62493523.84,527,0.1753,118583.54,0.0348,Bajo
2021,Salud,Medellin,117615317.0,333336.38,481,0.3458,693.01,0.0028,Alto
2021,Agropecuario,Cartagena,3324064863.0,66213535.27,714,0.2941,92736.04,0.0199,Medio
2024,Servicios,Barranquilla,72961593.0,2530084.08,227,0.0196,11145.74,0.0347,Bajo
2020,Comercio,Bucaramanga,2570873097.0,63383408.85,87,0.3939,728544.93,0.0247,Medio
2023,Agropecuario,Cartagena,3198226578.0,88440689.78,93,-0.16,950975.16,0.0277,Medio
2024,Educacion,Barranquilla,1033012627.0,36186535.71,874,0.3533,41403.36,0.035,Bajo
2021,Transporte,Pereira,2706553499.0,88247969.97,334,0.055,264215.48,0.0326,Bajo
2021,Tecnologia,Barranquilla,4263869323.0,130732642.09,777,0.2729,168253.08,0.0307,Bajo
2020,Comercio,Cartagena,2214679693.0,11281985.47,926,0.2913,12183.57,0.0051,Alto
2024,Comercio,Barranquilla,2959976118.0,154188715.17,907,0.3621,169998.58,0.0521,Bajo
2021,Construccion,Medellin,2762888235.0,85707135.65,444,0.1688,193034.09,0.031,Bajo
2024,Comercio,Cucuta,2835883112.0,17152663.09,937,-0.1485,18305.94,0.006,Alto
2024,Comercio,Barranquilla,926888679.0,39761735.84,745,0.1268,53371.46,0.0429,Bajo
2020,Educacion,Cucuta,3646464220.0,207947552.91,453,-0.2376,459045.37,0.057,Bajo
2021,Agropecuario,Barranquilla,4452196384.0,166344967.72,62,0.0448,2682983.35,0.0374,Bajo
2020,Servicios,Manizales,710097996.0,25493219.73,964,-0.0699,26445.25,0.0359,Bajo
2022,Manufactura,Villavicencio,4682370613.0,167746239.28,987,-0.1883,169955.66,0.0358,Bajo
2022,Financiero,Villavicencio,273292565.0,11684113.09,48,0.0252,243419.02,0.0428,Bajo
2022,Manufactura,Bucaramanga,2204251215.0,114739687.65,258,0.1942,444727.47,0.0521,Bajo
2021,Agropecuario,Barranquilla,3217220916.0,155727194.67,275,0.2717,566280.71,0.0484,Bajo
2023,Tecnologia,Bucaramanga,911368498.0,3409892.81,253,0.1993,13477.84,0.0037,Alto
2020,Agropecuario,Villavicencio,4230646518.0,160347894.49,226,0.3008,709503.96,0.0379,Bajo
2021,Educacion,Manizales,4894452205.0,104967326.99,762,0.033,137752.4,0.0214,Medio
2023,Comercio,Pereira,3711663295.0,199426926.47,944,-0.1947,211257.34,0.0537,Bajo
2023,Agropecuario,Pereira,3440487649.0,21055865.49,383,-0.1407,54976.15,0.0061,Alto
2023,Educacion,Cali,2064800147.0,10742961.49,747,-0.1844,14381.47,0.0052,Alto
2022,Educacion,Cali,2325822675.0,135917482.05,657,-0.1421,206875.92,0.0584,Bajo
2024,Transporte,Barranquilla,3478643175.0,48776952.92,211,-0.0554,231170.39,0.014,Medio
2021,Tecnologia,Cali,4433103543.0,42209266.68,58,-0.0124,727745.98,0.0095,Alto
2023,Comercio,Manizales,318713951.0,18667602.01,813,0.2759,22961.38,0.0586,Bajo
2023,Educacion,Manizales,3386344913.0,74070939.46,402,0.3914,184256.07,0.0219,Medio
2024,Servicios,Cartagena,4700319318.0,36276170.34,50,-0.0534,725523.41,0.0077,Alto
2021,Tecnologia,Barranquilla,2105125183.0,75112017.83,443,-0.0526,169553.09,0.0357,Bajo
2022,Construccion,Cucuta,403356944.0,11141241.75,754,-0.0508,14776.18,0.0276,Medio
2022,Construccion,Manizales,3121702454.0,16559901.56,203,-0.0135,81575.87,0.0053,Alto
2021,Comercio,Bucaramanga,2516546351.0,84907710.64,991,0.2551,85678.82,0.0337,Bajo
2023,Financiero,Villavicencio,905754857.0,18300576.54,850,-0.1679,21530.09,0.0202,Medio
2020,Construccion,Barranquilla,4299660240.0,199415228.18,59,-0.0085,3379919.12,0.0464,Bajo
2024,Agropecuario,Barranquilla,2295237716.0,69740263.6,739,0.1764,94371.13,0.0304,Bajo
2023,Manufactura,Pereira,3742789986.0,181089799.5,931,-0.0366,194511.06,0.0484,Bajo
